,0,1,2,3,4
227,000314,ZSRFLHPZHHFQSA,招商瑞丰灵活配置混合发起式A,混合型-灵活,ZHAOSHANGRUIFENGLINGHUOPEIZHIHUNHEFAQISHIA
228,000319,TDTLZQA,泰达淘利债券A,债券型-长债,TAIDATAOLIZHAIQUANA
229,000320,TDTLZQC,泰达淘利债券C,债券型-长债,TAIDATAOLIZHAIQUANC
230,000322,NYHLJHZQA,农银汇理金汇债券A,债券型-长债,NONGYINHUILIJINHUIZHAIQUANA
231,000324,HRYDXJSYHBA,华润元大现金收益货币A,货币型,HUARUNYUANDAXIANJINSHOUYIHUOBIA
232,000325,HRYDXJSYHBB,华润元大现金收益货币B,货币型,HUARUNYUANDAXIANJINSHOUYIHUOBIB
233,000326,NFZXPCZGP,南方中小盘成长股票,股票型,NANFANGZHONGXIAOPANCHENGZHANGGUPIAO
234,000327,NFQLXLCHHA,南方潜力新蓝筹混合A,混合型-偏股,NANFANGQIANLIXINLANCHOUHUNHEA
235,000328,STMGZXDLLHPZHHA,上投摩根转型动力灵活配置混合A,混合型-灵活,SHANGTOUMOGENZHUANXINGDONGLILINGHUOPEIZHIHUNHEA
236,000329,PHFRDKZ,鹏华丰饶定开债,债券型-长债,PENGHUAFENGRAODINGKAIZHAI
237,000330,HTFXJBHBA,汇添富现金宝货币A,货币型,HUITIANFUXIANJINBAOHUOBIA
238,000331,ZJHBA,中加货币A,货币型,ZHONGJIAHUOBIA
239,000332,ZJHBC,中加货币C,货币型,ZHONGJIAHUOBIC
240,000333,CCWGSYZQA,长城稳固收益债券A,债券型-混合债,CHANGCHENGWENGUSHOUYIZHAIQUANA
241,000334,CCWGSYZQC,长城稳固收益债券C,债券型-混合债,CHANGCHENGWENGUSHOUYIZHAIQUANC
242,000335,AXYLXYC,安信永利信用C,债券型-长债,ANXINYONGLIXINYONGC
243,000336,NYYJJXHH,农银研究精选混合,混合型-灵活,NONGYINYANJIUJINGXUANHUNHE
244,000338,PHSZBLZQ,鹏华双债保利债券,债券型-混合债,PENGHUASHUANGZHAIBAOLIZHAIQUAN
245,000339,CCYLBJHHA,长城医疗保健混合A,混合型-偏股,CHANGCHENGYILIAOBAOJIANHUNHEA
246,000341,JSXXSCC2QDII,嘉实新兴市场C2(QDII),QDII,JIASHIXINXINGSHICHANGC2QDII
247,000342,JSXXSCA1QDII,嘉实新兴市场A1(QDII),QDII,JIASHIXINXINGSHICHANGA1QDII
248,000343,HXCFBHBA,华夏财富宝货币A,货币型,HUAXIACAIFUBAOHUOBIA
249,000345,PHFRDKZ,鹏华丰融定开债,债券型-长债,PENGHUAFENGRONGDINGKAIZHAI
250,000346,JXAXHB6GYDKA,建信安心回报6个月定开A,债券型-长债,JIANXINANXINHUIBAO6GEYUEDINGKAIA
251,000347,JXAXHB6GYDKC,建信安心回报6个月定开C,债券型-长债,JIANXINANXINHUIBAO6GEYUEDINGKAIC
252,000351,GFHFDQZQA,国富恒丰定期债券A,债券型-混合债,GUOFUHENGFENGDINGQIZHAIQUANA
253,000352,GFHFDQZQC,国富恒丰定期债券C,债券型-混合债,GUOFUHENGFENGDINGQIZHAIQUANC
254,000354,CSCZHZTHH,长盛城镇化主题混合,混合型-偏股,CHANGSHENGCHENGZHENHUAZHUTIHUNHE
255,000355,NFFYXYZQZQA,南方丰元信用增强债券A,债券型-混合债,NANFANGFENGYUANXINYONGZENGQIANGZHAIQUANA
256,000356,NFFYXYZQZQC,南方丰元信用增强债券C,债券型-混合债,NANFANGFENGYUANXINYONGZENGQIANGZHAIQUANC
257,000359,YFDYLCHBA,易方达易理财货币A,货币型,YIFANGDAYILICAIHUOBIA
258,000362,GTJXJZYSHHA,国泰聚信价值优势混合A,混合型-灵活,GUOTAIJUXINJIAZHIYOUSHIHUNHEA
259,000363,GTJXJZYSHHC,国泰聚信价值优势混合C,混合型-灵活,GUOTAIJUXINJIAZHIYOUSHIHUNHEC
260,000366,HTFTFTHBA,汇添富添富通货币A,货币型,HUITIANFUTIANFUTONGHUOBIA
261,000367,GTAKDQZFHHA,国泰安康定期支付混合A,混合型-偏债,GUOTAIANKANGDINGQIZHIFUHUNHEA
262,000368,HTFHS300AZZS,汇添富沪深300安中指数,指数型-股票,HUITIANFUHUSHEN300ANZHONGZHISHU
263,000369,GFQQYLBJQDII,广发全球医疗保健(QDII),QDII,GUANGFAQUANQIUYILIAOBAOJIANQDII
264,000370,GFQQYLBJMY,广发全球医疗保健美元,QDII,GUANGFAQUANQIUYILIAOBAOJIANMEIYUAN
265,000371,MSJYXJBHBA,民生加银现金宝货币A,货币型,MINSHENGJIAYINXIANJINBAOHUOBIA
266,000372,ZYHLBNDKZ,中银惠利半年定开债,债券型-长债,ZHONGYINHUILIBANNIANDINGKAIZHAI
267,000373,HAZZXFYYETFLJA,华安中证细分医药ETF联接A,指数型-股票,HUAANZHONGZHENGXIFENYIYAOETFLIANJIEA
268,000376,HAZZXFYYETFLJC,华安中证细分医药ETF联接C,指数型-股票,HUAANZHONGZHENGXIFENYIYAOETFLIANJIEC
269,000377,STMGSZZLZQA,上投摩根双债增利债券A,债券型-混合债,SHANGTOUMOGENSHUANGZHAIZENGLIZHAIQUANA
270,000378,STMGSZZLZQC,上投摩根双债增利债券C,债券型-混合债,SHANGTOUMOGENSHUANGZHAIZENGLIZHAIQUANC
271,000379,PARZLHBA,平安日增利货币A,货币型,PINGANRIZENGLIHUOBIA
272,000380,JSCCJYHBA,景顺长城景益货币A,货币型,JINGSHUNCHANGCHENGJINGYIHUOBIA
273,000381,JSCCJYHBB,景顺长城景益货币B,货币型,JINGSHUNCHANGCHENGJINGYIHUOBIB
274,000385,JSCCJYSLZQA,景顺长城景颐双利债券A,债券型-混合债,JINGSHUNCHANGCHENGJINGYISHUANGLIZHAIQUANA
275,000386,JSCCJYSLZQC,景顺长城景颐双利债券C,债券型-混合债,JINGSHUNCHANGCHENGJINGYISHUANGLIZHAIQUANC
276,000389,GFTTHHBA,广发天天红货币A,货币型,GUANGFATIANTIANHONGHUOBIA
277,000390,HSYSHYHH,华商优势行业混合,混合型-灵活,HUASHANGYOUSHIHANGYEHUNHE
278,000394,RTTYDRZQA,融通通源短融债券A,债券型-中短债,RONGTONGTONGYUANDUANRONGZHAIQUANA
279,000395,HTFAXZGZQA,汇添富安心中国债券A,债券型-长债,HUITIANFUANXINZHONGGUOZHAIQUANA
280,000396,HTFAXZGZQC,汇添富安心中国债券C,债券型-长债,HUITIANFUANXINZHONGGUOZHAIQUANC
281,000397,HTFQEBHB,汇添富全额宝货币,货币型,HUITIANFUQUANEBAOHUOBI
282,000398,HFLHPZHH,华富灵活配置混合,混合型-灵活,HUAFULINGHUOPEIZHIHUNHE
283,000402,GYCZZQA,工银纯债债券A,债券型-长债,GONGYINCHUNZHAIZHAIQUANA
284,000403,GYCZZQB,工银纯债债券B,债券型-长债,GONGYINCHUNZHAIZHAIQUANB
285,000404,YFDXXCZLHPZ,易方达新兴成长灵活配置,混合型-灵活,YIFANGDAXINXINGCHENGZHANGLINGHUOPEIZHI
286,000406,HTFSLZQZQA,汇添富双利增强债券A,债券型-混合债,HUITIANFUSHUANGLIZENGQIANGZHAIQUANA
287,000407,HTFSLZQZQC,汇添富双利增强债券C,债券型-混合债,HUITIANFUSHUANGLIZENGQIANGZHAIQUANC
288,000408,MSJYCZHHHA,民生加银城镇化混合A,混合型-灵活,MINSHENGJIAYINCHENGZHENHUAHUNHEA
289,000409,PHHBCYGP,鹏华环保产业股票,股票型,PENGHUAHUANBAOCHANYEGUPIAO
290,000410,YMFWLXHH,益民服务领先混合,混合型-灵活,YIMINFUWULINGXIANHUNHE
291,000411,JSCCYZCZGP,景顺长城优质成长股票,股票型,JINGSHUNCHANGCHENGYOUZHICHENGZHANGGUPIAO
292,000414,JSJDSYCLDQHHA,嘉实绝对收益策略定期混合A,混合-绝对收益,JIASHIJUEDUISHOUYICELUEDINGQIHUNHEA
293,000415,DMTL18GYDKZA,大摩添利18个月定开债A,债券型-长债,DAMOTIANLI18GEYUEDINGKAIZHAIA
294,000416,DMTL18GYDKZC,大摩添利18个月定开债C,债券型-长债,DAMOTIANLI18GEYUEDINGKAIZHAIC
295,000417,GLAXJXHH,国联安新精选混合,混合型-灵活,GUOLIANANXINJINGXUANHUNHE
296,000418,JSCCCZZXGP,景顺长城成长之星股票,股票型,JINGSHUNCHANGCHENGCHENGZHANGZHIXINGGUPIAO
297,000419,DMYZXJCZA,大摩优质信价纯债A,债券型-长债,DAMOYOUZHIXINJIACHUNZHAIA
298,000420,DMYZXJCZC,大摩优质信价纯债C,债券型-长债,DAMOYOUZHIXINJIACHUNZHAIC
299,000423,QHKYSJQDHHA,前海开源事件驱动混合A,混合型-灵活,QIANHAIKAIYUANSHIJIANQUDONGHUNHEA
300,000424,CSTLBHBA,长盛添利宝货币A,货币型,CHANGSHENGTIANLIBAOHUOBIA
301,000425,CSTLBHBB,长盛添利宝货币B,货币型,CHANGSHENGTIANLIBAOHUOBIB
302,000431,PHPPCCHH,鹏华品牌传承混合,混合型-灵活,PENGHUAPINPAICHUANCHENGHUNHE
303,000432,ZYYXQYHH,中银优秀企业混合,混合型-偏股,ZHONGYINYOUXIUQIYEHUNHE
304,000433,AXXFYXHHA,安信鑫发优选混合A,混合型-灵活,ANXINXINFAYOUXUANHUNHEA
305,000434,XHYNBHBA,新华壹诺宝货币A,货币型,XINHUAYINUOBAOHUOBIA
306,000436,YFDYHDKHHFQS,易方达裕惠定开混合发起式,混合型-偏债,YIFANGDAYUHUIDINGKAIHUNHEFAQISHI
307,000439,GJXYHB,国金鑫盈货币,货币型,GUOJINXINYINGHUOBI
308,000452,NFYYBJLHPZHHA,南方医药保健灵活配置混合A,混合型-灵活,NANFANGYIYAOBAOJIANLINGHUOPEIZHIHUNHEA
309,000457,STMGHXCZGPA,上投摩根核心成长股票A,股票型,SHANGTOUMOGENHEXINCHENGZHANGGUPIAOA
310,000458,YDLXHBHHFQS,英大领先回报混合发起式,混合型-偏股,YINGDALINGXIANHUIBAOHUNHEFAQISHI
311,000459,YDLXHBHHFQS,英大领先回报混合发起式(后端),混合型-偏股,YINGDALINGXIANHUIBAOHUNHEFAQISHI
312,000462,NYZTLDHH,农银主题轮动混合,混合型-灵活,NONGYINZHUTILUNDONGHUNHE
313,000463,HSSZFLZQA,华商双债丰利债券A,债券型-混合债,HUASHANGSHUANGZHAIFENGLIZHAIQUANA
314,000464,JSHQBHB,嘉实活期宝货币,货币型,JIASHIHUOQIBAOHUOBI
315,000465,JSCCXYXDQZFZQ,景顺长城鑫月薪定期支付债券,债券型-长债,JINGSHUNCHANGCHENGXINYUEXINDINGQIZHIFUZHAIQUAN
316,000469,FGMBQLYNQCZZQ,富国目标齐利一年期纯债债券,债券型-长债,FUGUOMUBIAOQILIYINIANQICHUNZHAIZHAIQUAN
317,000470,FGMBQLYNQCZZQ,富国目标齐利一年期纯债债券(后端),债券型-长债,FUGUOMUBIAOQILIYINIANQICHUNZHAIZHAIQUAN
318,000471,FGCZFZGP,富国城镇发展股票,股票型,FUGUOCHENGZHENFAZHANGUPIAO
319,000472,FGCZFZGP,富国城镇发展股票(后端),股票型,FUGUOCHENGZHENFAZHANGUPIAO
320,000475,GFTTLHBA,广发天天利货币A,货币型,GUANGFATIANTIANLIHUOBIA
321,000476,GFTTLHBB,广发天天利货币B,货币型,GUANGFATIANTIANLIHUOBIB
322,000477,GFZTLXHH,广发主题领先混合,混合型-灵活,GUANGFAZHUTILINGXIANHUNHE
323,000478,JXZZ500ZSZQA,建信中证500指数增强A,指数型-股票,JIANXINZHONGZHENG500ZHISHUZENGQIANGA
324,000480,DFHXDLHH,东方红新动力混合,混合型-灵活,DONGFANGHONGXINDONGLIHUNHE
325,000481,HSSZFLZQC,华商双债丰利债券C,债券型-混合债,HUASHANGSHUANGZHAIFENGLIZHAIQUANC
326,000483,XYHBA,鑫元货币A,货币型,XINYUANHUOBIA
327,000484,XYHBB,鑫元货币B,货币型,XINYUANHUOBIB
328,000487,JS3GYLCZQA,嘉实3个月理财债券A,理财型,JIASHI3GEYUELICAIZHAIQUANA
329,000488,JS3GYLCZQE,嘉实3个月理财债券E,理财型,JIASHI3GEYUELICAIZHAIQUANE
330,000489,GDSMHLCZA,光大岁末红利纯债A,债券型-长债,GUANGDASUIMOHONGLICHUNZHAIA
331,000490,GDSMHLCZC,光大岁末红利纯债C,债券型-长债,GUANGDASUIMOHONGLICHUNZHAIC
332,000493,NFXJTA,南方现金通A,货币型,NANFANGXIANJINTONGA
333,000494,NFXJTB,南方现金通B,货币型,NANFANGXIANJINTONGB
334,000495,NFXJTC,南方现金通C,货币型,NANFANGXIANJINTONGC
335,000496,CACYJXHHA,长安产业精选混合A,混合型-灵活,CHANGANCHANYEJINGXUANHUNHEA
336,000497,CTCZZQA,财通纯债债券A,债券型-长债,CAITONGCHUNZHAIZHAIQUANA
337,000501,HFHF18GYDKZC,华富恒富18个月定开债C,债券型-混合债,HUAFUHENGFU18GEYUEDINGKAIZHAIC
338,000502,HFHF18GYDKZA,华富恒富18个月定开债A,债券型-混合债,HUAFUHENGFU18GEYUEDINGKAIZHAIA
339,000503,ZXJTJHZDZA,中信建投景和中短债A,债券型-中短债,ZHONGXINJIANTOUJINGHEZHONGDUANZHAIA
340,000504,ZXJTJHZDZC,中信建投景和中短债C,债券型-中短债,ZHONGXINJIANTOUJINGHEZHONGDUANZHAIC
341,000505,GSABHBA,国寿安保货币A,货币型,GUOSHOUANBAOHUOBIA
342,000506,GSABHBB,国寿安保货币B,货币型,GUOSHOUANBAOHUOBIB
343,000507,TDHLHDHHA,泰达宏利宏达混合A,混合型-偏债,TAIDAHONGLIHONGDAHUNHEA
344,000508,TDHLHDHHB,泰达宏利宏达混合B,混合型-偏债,TAIDAHONGLIHONGDAHUNHEB
345,000509,GFQDZHBA,广发钱袋子货币A,货币型,GUANGFAQIANDAIZIHUOBIA
346,000511,GTGCQDLHPZHHA,国泰国策驱动灵活配置混合A,混合型-灵活,GUOTAIGUOCEQUDONGLINGHUOPEIZHIHUNHEA
347,000512,GTHS300ZSZQA,国泰沪深300指数增强A,指数型-股票,GUOTAIHUSHEN300ZHISHUZENGQIANGA
348,000513,FGGDZZHYGPA,富国高端制造行业股票A,股票型,FUGUOGAODUANZHIZAOHANGYEGUPIAOA
349,000514,FGGDZZHYGPA,富国高端制造行业股票A(后端),股票型,FUGUOGAODUANZHIZAOHANGYEGUPIAOA
350,000516,FGXLYNQDQKFZQXA,富国祥利一年期定期开放债券型A,债券型-长债,FUGUOXIANGLIYINIANQIDINGQIKAIFANGZHAIQUANXINGA
351,000517,FGXLYNQDQKFZQXC,富国祥利一年期定期开放债券型C,债券型-长债,FUGUOXIANGLIYINIANQIDINGQIKAIFANGZHAIQUANXINGC
352,000520,SYXXJZCZHH,上银新兴价值成长混合,混合型-灵活,SHANGYINXINXINGJIAZHICHENGZHANGHUNHE
353,000521,NARXDKZQ,诺安瑞鑫定开债券,债券型-长债,NUOANRUIXINDINGKAIZHAIQUAN
354,000522,HRYDXXCMKJHH,华润元大信息传媒科技混合,混合型-偏股,HUARUNYUANDAXINXICHUANMEIKEJIHUNHE
355,000523,GTRYYLBJHHA,国投瑞银医疗保健混合A,混合型-灵活,GUOTOURUIYINYILIAOBAOJIANHUNHEA
356,000524,STMGMSXQGP,上投摩根民生需求股票,股票型,SHANGTOUMOGENMINSHENGXUQIUGUPIAO
357,000526,GTNYLHPZHHA,国泰浓益灵活配置混合A,混合型-灵活,GUOTAINONGYILINGHUOPEIZHIHUNHEA
358,000527,NFXYXLHPZHHA,南方新优享灵活配置混合A,混合型-灵活,NANFANGXINYOUXIANGLINGHUOPEIZHIHUNHEA
359,000528,GYXJHBA,工银薪金货币A,货币型,GONGYINXINJINHUOBIA
360,000529,GFJZYSHHA,广发竞争优势混合A,混合型-灵活,GUANGFAJINGZHENGYOUSHIHUNHEA
361,000530,ZSFSWDZZHHA,招商丰盛稳定增长混合A,混合型-灵活,ZHAOSHANGFENGSHENGWENDINGZENGZHANGHUNHEA
362,000531,DWAEFLHPZHHA,东吴阿尔法灵活配置混合A,混合型-灵活,DONGWUAERFALINGHUOPEIZHIHUNHEA
363,000532,JSCCYSQYHH,景顺长城优势企业混合,混合型-偏股,JINGSHUNCHANGCHENGYOUSHIQIYEHUNHE
364,000533,YYHBA,永赢货币A,货币型,YONGYINGHUOBIA
365,000534,CSGDZBHH,长盛高端装备混合,混合型-灵活,CHANGSHENGGAODUANZHUANGBEIHUNHE
366,000535,CSHTHGZBLHPZHH,长盛航天海工装备灵活配置混合,混合型-灵活,CHANGSHENGHANGTIANHAIGONGZHUANGBEILINGHUOPEIZHIHUNHE
367,000536,QHKYKZZZQ,前海开源可转债债券,债券型-可转债,QIANHAIKAIYUANKEZHUANZHAIZHAIQUAN
368,000538,NAYSHYHHA,诺安优势行业混合A,混合型-灵活,NUOANYOUSHIHANGYEHUNHEA
369,000539,ZYHQBHB,中银活期宝货币,货币型,ZHONGYINHUOQIBAOHUOBI
370,000540,GJJTTHBA,国金金腾通货币A,货币型,GUOJINJINTENGTONGHUOBIA
371,000541,HSCXCZHHFQS,华商创新成长混合发起式,混合型-灵活,HUASHANGCHUANGXINCHENGZHANGHUNHEFAQISHI
372,000542,SYHCBHBA,上银慧财宝货币A,货币型,SHANGYINHUICAIBAOHUOBIA
373,000543,SYHCBHBB,上银慧财宝货币B,货币型,SHANGYINHUICAIBAOHUOBIB
374,000545,ZYHXJZLLHPZHH,中邮核心竞争力灵活配置混合,混合型-灵活,ZHONGYOUHEXINJINGZHENGLILINGHUOPEIZHIHUNHE
375,000546,XYDKZA,兴业定开债A,债券型-长债,XINGYEDINGKAIZHAIA
376,000547,JXJKMSHHA,建信健康民生混合A,混合型-偏股,JIANXINJIANKANGMINSHENGHUNHEA
377,000548,PHJCTHB,鹏华聚财通货币,货币型,PENGHUAJUCAITONGHUOBI
378,000549,HADGXJJGP,华安大国新经济股票,股票型,HUAANDAGUOXINJINGJIGUPIAO
379,000550,GFXDLHH,广发新动力混合,混合型-偏股,GUANGFAXINDONGLIHUNHE
380,000551,XCXFXFHH,信诚幸福消费混合,混合型-偏股,XINCHENGXINGFUXIAOFEIHUNHE
381,000552,ZJCZYNA,中加纯债一年A,债券型-长债,ZHONGJIACHUNZHAIYINIANA
382,000553,ZJCZYNC,中加纯债一年C,债券型-长债,ZHONGJIACHUNZHAIYINIANC
383,000554,ZGMLHPZHH,中国梦灵活配置混合,混合型-灵活,ZHONGGUOMENGLINGHUOPEIZHIHUNHE
384,000556,GTRYXJYLHPZHHA,国投瑞银新机遇灵活配置混合A,混合型-灵活,GUOTOURUIYINXINJIYULINGHUOPEIZHIHUNHEA
385,000557,GTRYXJYLHPZHHC,国投瑞银新机遇灵活配置混合C,混合型-灵活,GUOTOURUIYINXINJIYULINGHUOPEIZHIHUNHEC
386,000559,NATTBA,诺安天天宝A,货币型,NUOANTIANTIANBAOA
387,000560,NATTBE,诺安天天宝E,货币型,NUOANTIANTIANBAOE
388,000561,NFQYZQA,南方启元债券A,债券型-长债,NANFANGQIYUANZHAIQUANA
389,000562,NFQYZQC,南方启元债券C,债券型-长债,NANFANGQIYUANZHAIQUANC
390,000563,NFTLZQA,南方通利债券A,债券型-长债,NANFANGTONGLIZHAIQUANA
391,000564,NFTLZQC,南方通利债券C,债券型-长债,NANFANGTONGLIZHAIQUANC
392,000566,HTBRCXSJHHA,华泰柏瑞创新升级混合A,混合型-偏股,HUATAIBAIRUICHUANGXINSHENGJIHUNHEA
393,000567,GFJXLHHH,广发聚祥灵活混合,混合型-灵活,GUANGFAJUXIANGLINGHUOHUNHE
394,000569,PHZZBHB,鹏华增值宝货币,货币型,PENGHUAZENGZHIBAOHUOBI
395,000572,ZYDCLHHA,中银多策略混合A,混合型-灵活,ZHONGYINDUOCELUEHUNHEA
396,000573,THTLHH,天弘通利混合,混合型-灵活,TIANHONGTONGLIHUNHE
397,000574,BYXJZHHA,宝盈新价值混合A,混合型-灵活,BAOYINGXINJIAZHIHUNHEA
398,000575,XQTLBHB,兴全添利宝货币,货币型,XINGQUANTIANLIBAOHUOBI
399,000576,ZYHBA,中邮货币A,货币型,ZHONGYOUHUOBIA
400,000577,AXJZJXGP,安信价值精选股票,股票型,ANXINJIAZHIJINGXUANGUPIAO
401,000578,XYHXSYZQZQXFQSA,鑫元恒鑫收益增强债券型发起式A,债券型-混合债,XINYUANHENGXINSHOUYIZENGQIANGZHAIQUANXINGFAQISHIA
402,000579,XYHXSYZQZQXFQSC,鑫元恒鑫收益增强债券型发起式C,债券型-混合债,XINYUANHENGXINSHOUYIZENGQIANGZHAIQUANXINGFAQISHIC
403,000580,ZYHBB,中邮货币B,货币型,ZHONGYOUHUOBIB
404,000581,JSHQBHBA,嘉实活钱包货币A,货币型,JIASHIHUOQIANBAOHUOBIA
405,000583,JXJFDKZ,江信聚福定开债,债券型-长债,JIANGXINJUFUDINGKAIZHAI
406,000584,XHXYLHPZHHC,新华鑫益灵活配置混合C,混合型-灵活,XINHUAXINYILINGHUOPEIZHIHUNHEC
407,000585,JSDCTLDQHHA,嘉实对冲套利定期混合A,混合-绝对收益,JIASHIDUICHONGTAOLIDINGQIHUNHEA
408,000586,JSCCZXCJXGP,景顺长城中小创精选股票,股票型,JINGSHUNCHANGCHENGZHONGXIAOCHUANGJINGXUANGUPIAO
409,000587,DCLHPZHH,大成灵活配置混合,混合型-灵活,DACHENGLINGHUOPEIZHIHUNHE
410,000588,ZSZQBHBA,招商招钱宝货币A,货币型,ZHAOSHANGZHAOQIANBAOHUOBIA
411,000589,GDYFSJHH,光大银发商机混合,混合型-偏股,GUANGDAYINFASHANGJIHUNHE
412,000590,HAXHLHH,华安新活力混合,混合型-灵活,HUAANXINHUOLIHUNHE
413,000591,ZYJKSHHH,中银健康生活混合,混合型-偏股,ZHONGYINJIANKANGSHENGHUOHUNHE
414,000592,JXGGHLGP,建信改革红利股票,股票型,JIANXINGAIGEHONGLIGUPIAO
415,000593,YFDBPXFPZSMYXHA,易方达标普消费品指数美元现汇A,QDII,YIFANGDABIAOPUXIAOFEIPINZHISHUMEIYUANXIANHUIA
416,000594,DMJQYXGP,大摩进取优选股票,股票型,DAMOJINQUYOUXUANGUPIAO
417,000595,JSTHHH,嘉实泰和混合,混合型-偏股,JIASHITAIHEHUNHE
418,000596,QHKYZZJGZSA,前海开源中证军工指数A,指数型-股票,QIANHAIKAIYUANZHONGZHENGJUNGONGZHISHUA
419,000597,ZHJJSYHH,中海积极收益混合,混合型-灵活,ZHONGHAIJIJISHOUYIHUNHE
420,000598,CSSTHJHH,长盛生态环境混合,混合型-灵活,CHANGSHENGSHENGTAIHUANJINGHUNHE
421,000599,XCXJBHB,信诚薪金宝货币,货币型,XINCHENGXINJINBAOHUOBI
422,000600,HTFHJBHBA,汇添富和聚宝货币A,货币型,HUITIANFUHEJUBAOHUOBIA
423,000601,HBCXYXHH,华宝创新优选混合,混合型-偏股,HUABAOCHUANGXINYOUXUANHUNHE
424,000602,FGAYHBA,富国安益货币A,货币型,FUGUOANYIHUOBIA
425,000603,YFDCXQDLHPZHH,易方达创新驱动灵活配置混合,混合型-灵活,YIFANGDACHUANGXINQUDONGLINGHUOPEIZHIHUNHE
426,000604,YHDLBHBA,银华多利宝货币A,货币型,YINHUADUOLIBAOHUOBIA
427,000605,YHDLBHBB,银华多利宝货币B,货币型,YINHUADUOLIBAOHUOBIB
428,000606,THYXZQ,天弘优选债券,债券型-长债,TIANHONGYOUXUANZHAIQUAN
429,000607,ZSZQBHBB,招商招钱宝货币B,货币型,ZHAOSHANGZHAOQIANBAOHUOBIB
430,000609,HSXLHHHA,华商新量化混合A,混合型-灵活,HUASHANGXINLIANGHUAHUNHEA
431,000612,HBSTZGHH,华宝生态中国混合,混合型-偏股,HUABAOSHENGTAIZHONGGUOHUNHE
432,000613,GSABHS300ETFLJ,国寿安保沪深300ETF联接,指数型-股票,GUOSHOUANBAOHUSHEN300ETFLIANJIE
433,000614,HADGDAXLJQDIIA,华安德国(DAX)联接(QDII)A,QDII,HUAANDEGUODAXLIANJIEQDIIA
434,000615,CCGZBHBA,长城工资宝货币A,货币型,CHANGCHENGGONGZIBAOHUOBIA
435,000618,JSXJBHB,嘉实薪金宝货币,货币型,JIASHIXINJINBAOHUOBI
436,000619,DFHCYSJHH,东方红产业升级混合,混合型-灵活,DONGFANGHONGCHANYESHENGJIHUNHE
437,000620,YFDXJZLHBA,易方达现金增利货币A,货币型,YIFANGDAXIANJINZENGLIHUOBIA
438,000621,YFDXJZLHBB,易方达现金增利货币B,货币型,YIFANGDAXIANJINZENGLIHUOBIB
439,000625,NATTBB,诺安天天宝B,货币型,NUOANTIANTIANBAOB
440,000626,DCFCBHBA,大成丰财宝货币A,货币型,DACHENGFENGCAIBAOHUOBIA
441,000627,DCFCBHBB,大成丰财宝货币B,货币型,DACHENGFENGCAIBAOHUOBIB
442,000628,DCGXJSCYGPA,大成高新技术产业股票A,股票型,DACHENGGAOXINJISHUCHANYEGUPIAOA
443,000634,FGTSLHPZJJ,富国天盛灵活配置基金,混合型-灵活,FUGUOTIANSHENGLINGHUOPEIZHIJIJIN
444,000635,FGTSLHPZJJ,富国天盛灵活配置基金(后端),混合型-灵活,FUGUOTIANSHENGLINGHUOPEIZHIJIJIN
445,000638,FGFQBHBA,富国富钱包货币A,货币型,FUGUOFUQIANBAOHUOBIA
446,000639,BYXRHHA,宝盈祥瑞混合A,混合型-偏债,BAOYINGXIANGRUIHUNHEA
447,000640,NALCBHBA,诺安理财宝货币A,货币型,NUOANLICAIBAOHUOBIA
448,000641,NALCBHBB,诺安理财宝货币B,货币型,NUOANLICAIBAOHUOBIB
449,000642,HTFHBC,汇添富货币C,货币型,HUITIANFUHUOBIC
450,000644,ZSZJBHBA,招商招金宝货币A,货币型,ZHAOSHANGZHAOJINBAOHUOBIA
451,000645,HXXJBHB,华夏薪金宝货币,货币型,HUAXIAXINJINBAOHUOBI
452,000646,HRYDLHYXHHA,华润元大量化优选混合A,混合型-偏股,HUARUNYUANDALIANGHUAYOUXUANHUNHEA
453,000647,YFDCFKXHBA,易方达财富快线货币A,货币型,YIFANGDACAIFUKUAIXIANHUOBIA
454,000648,YFDCFKXHBB,易方达财富快线货币B,货币型,YIFANGDACAIFUKUAIXIANHUOBIB
455,000649,CCJXLHPZ,长城久鑫灵活配置,混合型-灵活,CHANGCHENGJIUXINLINGHUOPEIZHI
456,000650,HTFHBD,汇添富货币D,货币型,HUITIANFUHUOBID
457,000651,ZSZJBHBB,招商招金宝货币B,货币型,ZHAOSHANGZHAOJINBAOHUOBIB
458,000652,BSYLLHPZHHA,博时裕隆灵活配置混合A,混合型-灵活,BOSHIYULONGLINGHUOPEIZHIHUNHEA
459,000654,HSXRCYHH,华商新锐产业混合,混合型-灵活,HUASHANGXINRUICHANYEHUNHE
460,000655,XYWLZQ,鑫元稳利债券,债券型-长债,XINYUANWENLIZHAIQUAN
461,000656,QHKYHS300ZSA,前海开源沪深300指数A,指数型-股票,QIANHAIKAIYUANHUSHEN300ZHISHUA
462,000657,YHHQBHBA,银华活钱宝货币A,货币型,YINHUAHUOQIANBAOHUOBIA
463,000658,YHHQBHBB,银华活钱宝货币B,货币型,YINHUAHUOQIANBAOHUOBIB
464,000659,YHHQBHBC,银华活钱宝货币C,货币型,YINHUAHUOQIANBAOHUOBIC
465,000660,YHHQBHBD,银华活钱宝货币D,货币型,YINHUAHUOQIANBAOHUOBID
466,000661,YHHQBHBE,银华活钱宝货币E,货币型,YINHUAHUOQIANBAOHUOBIE
467,000662,YHHQBHBF,银华活钱宝货币F,货币型,YINHUAHUOQIANBAOHUOBIF
